customerid,subscription_start_date,subscription_type,renewal_date,plan_type,contract_type,cancellation_date,cancellation_reason,monthly_charges,cltv,churn_score,churn_flag,customer_name,country,state,gender,dob,complaint_date,escalations,csat_score,complaint_count
0015-GIIWJ,2021-08-20,Paid,2021-09-19,Standard,Monthly,2023-08-17,Not enough content,13.01,663,83,1,akshay,India,Telangana,Male,1996-04-26 11:31:26,2026-05-22,N,62.0,2.0
0877-DWADU,2022-01-26,Refferal,2022-02-25,Premium,Monthly,2024-12-10,Poor streaming quality,31.93,1564,88,1,ayush,India,Telangana,Male,1971-09-26 11:31:26,2026-06-23,Y,13.0,2.0
0170-HNKZA,2022-03-19,Organic,2023-03-19,Premium,Annual,,,32.82,2002,43,0,hardik,India,Delhi,Male,1983-12-24 11:31:26,,,,
1496-MLBVR,2023-07-17,Paid,2024-07-16,Premium,Annual,,,36.51,3212,56,0,vincent,India,Telangana,Male,1989-07-01 11:31:26,2025-11-28,N,64.0,2.0
5334-DYAIL,2022-01-11,Organic,2023-01-11,Premium,Annual,2023-07-20,Not enough content,35.72,714,89,1,alexander,Nepal,Kathmandu,Male,1983-11-12 11:31:26,,,,
8324-IFBEI,2024-01-20,Refferal,2025-01-19,Standard,Annual,,,13.42,509,55,0,yash,India,Telangana,Male,1971-07-11 11:31:26,2024-12-28,Y,17.0,1.0
1040-AOFWK,2024-01-05,Paid,2024-02-04,Premium,Monthly,,,61.7,4257,8,0,vritti,India,Meghalaya,Female,1961-12-11 11:31:26,2025-05-03,N,65.0,1.0
6636-SZOKN,2025-06-15,Refferal,2025-07-15,Standard,Monthly,,,14.25,213,9,0,finn,Nepal,Kathmandu,Male,1983-11-04 11:31:26,,,,
8447-ITTAP,2024-12-10,Organic,2025-01-09,Standard,Monthly,,,14.24,911,50,0,kai,India,Maharashtra,Male,1959-06-26 11:31:26,,,,
1484-PPUDX,2022-04-11,Organic,2023-04-11,Standard,Annual,,,16.56,1308,30,0,chandani,India,Maharashtra,Female,1986-11-01 11:31:26,,,,
8068-BAAIY,2020-12-03,Organic,2021-01-02,Standard,Monthly,,,16.5,412,12,0,sanya,India,Delhi,Female,2006-10-16 11:31:26,,,,
3604-FDTHJ,2025-07-25,Paid,2026-07-25,Basic,Annual,,,7.87,503,12,0,hredhaan,Nepal,Kathmandu,Male,1961-05-14 11:31:26,,,,
4176-OKCRX,2024-07-14,Organic,2025-07-14,Basic,Annual,2024-11-18,Switched to competitor,7.71,655,83,1,jeevika,Nepal,Kathmandu,Female,1977-04-12 11:31:26,2025-03-05,N,57.0,1.0
2158-WSUWP,2023-08-03,Paid,2023-09-02,Basic,Monthly,2025-03-22,Not enough content,6.23,436,87,1,samarth,India,Maharashtra,Male,1988-09-23 11:31:26,,,,
8272-SZVVW,2023-05-13,Refferal,2024-05-12,Standard,Annual,,,11.28,913,10,0,aarna,India,Telangana,Female,1961-01-11 11:31:26,2024-11-25,Y,32.0,1.0
0218-GTUVW,2024-02-04,Refferal,2024-03-05,Premium,Monthly,,,37.76,2492,3,0,gabriel,India,Uttar Pradesh,Male,1979-09-18 11:31:26,,,,
5446-VXAVS,2021-12-03,Paid,2022-01-02,Standard,Monthly,2023-09-03,Too expensive,12.54,213,79,1,aarna,India,Telangana,Female,1976-06-18 11:31:26,,,,
7443-YZLLI,2024-09-25,Refferal,2024-10-25,Standard,Monthly,,,16.62,1362,65,0,niharika,India,Meghalaya,Female,1991-09-22 11:31:26,,,,
2022-MHSXI,2023-01-27,Paid,2024-01-27,Basic,Annual,,,8.15,440,41,0,laksh,Nepal,Kathmandu,Male,1996-09-12 11:31:26,,,,
4424-VKOXZ,2025-07-14,Organic,2025-08-13,Standard,Monthly,,,11.94,931,63,0,raghav,India,Maharashtra,Male,1989-11-04 11:31:26,2025-07-22,N,70.0,1.0
2937-YIITV,2023-04-28,Paid,2023-05-28,Standard,Monthly,,,14.75,840,15,0,janani,India,Meghalaya,Female,1962-04-18 11:31:26,,,,
3087-SNJKI,2025-05-18,Refferal,2025-06-17,Standard,Monthly,2025-10-12,Too expensive,11.87,332,95,1,yoshita,Nepal,Kathmandu,Female,1978-06-01 11:31:26,,,,
1230-HAXYM,2023-12-31,Refferal,2024-12-30,Basic,Annual,,,6.17,425,62,0,sneha,India,Nagaland,Female,1998-06-16 11:31:26,,,,
3736-CMYWX,2023-07-31,Paid,2023-08-30,Basic,Monthly,,,8.07,338,46,0,aarini,India,Maharashtra,Female,2007-07-17 11:31:26,2025-12-18,N,68.0,1.0
5682-WKTHN,2023-11-13,Paid,2023-12-13,Standard,Monthly,,,11.69,1005,51,0,ridhi,India,Uttar Pradesh,Female,1970-01-23 11:31:26,2025-10-29,Y,17.0,1.0
5988-FTEZE,2022-05-09,Organic,2022-06-08,Standard,Monthly,,,15.23,472,6,0,lohit,Nepal,Kathmandu,Male,1990-09-04 11:31:26,,,,
5134-FRVSK,2023-05-29,Paid,2024-05-28,Standard,Annual,,,16.38,786,17,0,darika,India,Rajasthan,Female,1968-11-29 11:31:26,2025-04-23,Y,22.0,2.0
9789-JHSIY,2025-08-04,Refferal,2026-08-04,Standard,Annual,,,14.47,1070,4,0,nicholas,India,Uttar Pradesh,Male,1967-09-04 11:31:26,2026-01-22,Y,29.0,2.0
5968-TOJOK,2021-09-20,Organic,2021-10-20,Basic,Monthly,2023-03-11,Too expensive,6.45,470,83,1,neha,India,Karnataka,Female,1999-05-28 11:31:26,,,,
3597-NMHWY,2025-10-23,Refferal,2025-11-22,Premium,Monthly,,,69.42,5692,16,0,jai,India,Delhi,Male,1985-07-12 11:31:26,,,,
9102-MLSMA,2024-06-08,Organic,2024-07-08,Standard,Monthly,2024-12-25,Forgot to cancel trial,16.12,499,73,1,tamanna,India,Telangana,Female,1988-05-18 11:31:26,,,,
3482-WNWNM,2024-10-13,Refferal,2024-11-12,Basic,Monthly,,,8.57,308,45,0,ekaraj,India,Delhi,Male,1976-01-08 11:31:26,,,,
6591-KZAHJ,2026-05-16,Refferal,2027-05-16,Basic,Annual,,,8.24,444,65,0,yadavi,India,Meghalaya,Female,1980-06-05 11:31:26,,,,
7094-JEGDW,2025-11-07,Refferal,2025-12-07,Basic,Monthly,,,6.37,566,25,0,leela,India,Karnataka,Female,1958-05-22 11:31:26,,,,
9051-USOGB,2022-11-14,Paid,2023-11-14,Premium,Annual,,,54.65,4098,34,0,samaksh,India,Nagaland,Male,1975-05-26 11:31:26,2024-09-15,N,77.0,1.0
5056-CGPPF,2022-08-11,Refferal,2023-08-11,Basic,Annual,,,9.39,178,9,0,girish,India,Meghalaya,Male,2000-10-08 11:31:26,2026-01-24,Y,19.0,1.0
0003-IEFZM,2025-11-06,Organic,2025-12-06,Premium,Monthly,,,19.38,1705,64,0,wazir,India,Maharashtra,Male,2003-10-01 11:31:26,2025-12-25,N,83.0,2.0
9376-JRKEA,2025-06-21,Refferal,2025-07-21,Premium,Monthly,,,47.01,2303,61,0,harinakshi,India,Delhi,Female,1997-10-13 11:31:26,2026-05-23,Y,37.0,2.0
2571-TMADI,2023-05-06,Paid,2023-06-05,Basic,Monthly,,,8.33,708,47,0,chasmum,India,Uttar Pradesh,Female,1975-02-18 11:31:26,,,,
9016-KBYNR,2024-10-21,Refferal,2025-10-21,Standard,Annual,,,15.17,758,20,0,leela,India,Telangana,Female,1999-08-24 11:31:26,,,,
0836-EFMVR,2026-01-30,Paid,2026-03-01,Premium,Monthly,,,79.43,1985,25,0,hemani,India,Rajasthan,Female,1980-05-10 11:31:26,2026-06-09,N,67.0,1.0
4140-WQSDA,2021-11-30,Paid,2021-12-30,Premium,Monthly,2022-02-08,Too expensive,83.88,5955,95,1,chanchal,India,Delhi,Female,1957-03-09 11:31:26,,,,
4581-OYUMA,2024-11-30,Paid,2025-11-30,Standard,Annual,,,15.43,277,33,0,isaac,India,Rajasthan,Male,1973-08-06 11:31:26,2025-04-02,N,67.0,1.0
0021-SKEZG,2022-10-10,Paid,2023-10-10,Standard,Annual,2025-03-17,Not enough content,12.74,828,97,1,noah,India,Delhi,Male,2003-01-10 11:31:26,2025-10-23,Y,37.0,1.0
7957-FUQGI,2025-07-13,Paid,2026-07-13,Standard,Annual,,,15.82,885,10,0,vedika,India,Meghalaya,Female,1962-12-13 11:31:26,2026-05-16,N,80.0,2.0
3216-ZWACG,2023-05-09,Organic,2023-06-08,Basic,Monthly,,,8.66,580,5,0,balendra,India,Rajasthan,Male,1999-02-16 11:31:26,2025-01-10,N,83.0,1.0
7089-TBCVS,2025-08-16,Refferal,2026-08-16,Standard,Annual,,,12.12,1090,36,0,dipta,India,Delhi,Female,1978-02-21 11:31:26,,,,
1678-SZXGK,2023-09-07,Organic,2024-09-06,Premium,Annual,2026-02-13,Not enough content,66.08,1321,85,1,sai,Nepal,Kathmandu,Female,1957-09-26 11:31:26,2025-06-18,Y,27.0,1.0
4937-LSNFA,2021-06-05,Paid,2021-07-05,Basic,Monthly,,,9.5,760,6,0,forum,India,Rajasthan,Female,1995-07-09 11:31:26,,,,
3098-DLWNU,2022-08-10,Paid,2022-09-09,Basic,Monthly,,,9.78,831,38,0,harish,India,Meghalaya,Male,1964-02-09 11:31:26,,,,
5168-ZPAZZ,2021-06-17,Refferal,2021-07-17,Premium,Monthly,2022-03-25,Forgot to cancel trial,33.49,2210,82,1,veer,India,Rajasthan,Male,1987-05-24 11:31:26,2026-05-13,N,60.0,1.0
5869-WKGAG,2025-02-11,Paid,2026-02-11,Standard,Annual,,,11.97,718,16,0,hemangini,India,Karnataka,Female,1981-05-17 11:31:26,2025-11-25,Y,31.0,2.0
2294-STSJN,2022-06-10,Organic,2023-06-10,Standard,Annual,,,12.72,763,31,0,hema,India,Karnataka,Female,1959-08-10 11:31:26,,,,
7953-PXPNT,2020-08-30,Refferal,2020-09-29,Premium,Monthly,,,75.34,3767,57,0,ayush,India,Rajasthan,Male,1966-02-07 11:31:26,2025-03-08,N,82.0,1.0
5936-JMKNN,2023-12-14,Paid,2024-01-13,Basic,Monthly,2025-05-25,Poor streaming quality,8.47,542,73,1,hamsini,India,Rajasthan,Female,1978-07-19 11:31:26,,,,
5547-ASHOP,2023-06-15,Paid,2024-06-14,Standard,Annual,,,16.49,1104,41,0,gauri,India,Rajasthan,Female,2002-06-24 11:31:26,,,,
5679-UPUYJ,2021-05-19,Paid,2022-05-19,Basic,Annual,,,7.8,483,39,0,chanchal,India,Maharashtra,Female,1968-09-19 11:31:26,,,,
6061-HSDND,2024-04-12,Refferal,2024-05-12,Standard,Monthly,,,13.18,711,39,0,urishilla,India,Nagaland,Female,1998-11-05 11:31:26,,,,
6816-MGSXL,2023-02-07,Paid,2024-02-07,Standard,Annual,,,12.0,204,27,0,tamanna,India,Rajasthan,Female,2000-07-08 11:31:26,2025-08-04,N,59.0,2.0
1028-YVYSF,2024-11-02,Refferal,2024-12-02,Premium,Monthly,,,90.25,6317,54,0,harish,India,Maharashtra,Male,1982-01-25 11:31:26,2026-07-16,N,63.0,1.0
7924-SWKNO,2024-12-27,Refferal,2025-01-26,Standard,Monthly,,,11.52,990,23,0,naveen,India,Maharashtra,Male,,,,,
1531-QPPFO,2021-09-25,Organic,2022-09-25,Premium,Annual,2023-11-03,Not enough content,66.46,5649,76,1,zilmil,India,Nagaland,Female,1994-05-22 11:31:26,,,,
1521-CVEEH,2024-03-29,Organic,2024-04-28,Premium,Monthly,,,84.7,6860,13,0,aahana,India,Nagaland,Female,2007-11-19 11:31:26,,,,
1028-OPNHY,2021-12-09,Organic,2022-12-09,Standard,Annual,,,11.04,287,14,0,kritika,India,Telangana,Female,1995-06-20 11:31:26,2026-05-24,N,68.0,1.0
2439-SKHAM,2021-05-18,Paid,2022-05-18,Standard,Annual,,,15.15,802,20,0,nimrat,India,Delhi,Female,1995-08-19 11:31:26,,,,
2765-INRHY,2023-07-14,Refferal,2024-07-13,Premium,Annual,,,18.76,1669,51,0,rehaan,India,Rajasthan,Male,1986-01-10 11:31:26,2025-04-01,N,74.0,1.0
9652-KKZNY,2025-05-17,Paid,2026-05-17,Basic,Annual,,,8.57,274,14,0,bhavini,India,Delhi,Female,2008-05-30 11:31:26,,,,
3711-MFSUB,2026-02-02,Paid,2026-03-04,Standard,Monthly,2026-05-26,Not enough content,16.56,1192,91,1,neha,India,Nagaland,Female,2000-10-26 11:31:26,2025-09-05,N,74.0,2.0
0034-BJBTX,2023-02-17,Refferal,2024-02-17,Standard,Annual,,,13.46,524,59,0,om,India,Telangana,Male,1979-08-09 11:31:26,2026-01-05,Y,19.0,1.0
8357-LGSWD,2022-08-10,Paid,2023-08-10,Premium,Annual,,,25.59,2175,23,0,ekani,India,Karnataka,Female,2004-01-11 11:31:26,2026-06-10,Y,16.0,1.0
3044-SNYXK,2024-12-13,Refferal,2025-01-12,Premium,Monthly,,,87.0,2088,50,0,rachita,Nepal,Kathmandu,Female,1960-12-16 11:31:26,,,,
0708-ADPNJ,2026-02-01,Refferal,2026-03-03,Standard,Monthly,,,12.07,350,54,0,gayathri,Nepal,Kathmandu,Female,1993-02-23 11:31:26,2026-06-23,N,62.0,1.0
0102-QMXSD,2020-09-30,Paid,2021-09-30,Basic,Annual,,,9.28,417,64,0,tamanna,India,Delhi,Female,1969-03-29 11:31:26,,,,
0716-HCDHU,2024-10-26,Paid,2025-10-26,Premium,Annual,2026-02-17,Not enough content,56.25,3206,80,1,isaac,India,Rajasthan,Male,1960-07-25 11:31:26,2024-11-24,Y,11.0,1.0
6638-QMBLI,2024-01-11,Paid,2024-02-10,Basic,Monthly,2025-07-14,Switched to competitor,9.08,581,84,1,advay,India,Rajasthan,Male,1995-11-10 11:31:26,,,,
9811-FEGUE,2021-05-06,Paid,2022-05-06,Standard,Annual,,,16.21,1150,40,0,frado,India,Nagaland,Male,1989-12-07 11:31:26,2026-01-22,Y,26.0,1.0
2423-HKGTU,2022-10-17,Paid,2022-11-16,Standard,Monthly,2024-08-09,Switched to competitor,15.25,320,89,1,anjali,India,Karnataka,Female,1969-06-27 11:31:26,2025-12-02,N,65.0,1.0
6826-FGISJ,2024-01-20,Refferal,2024-02-19,Premium,Monthly,2026-04-19,Poor streaming quality,51.66,826,96,1,arjun,India,Maharashtra,Male,2005-02-26 11:31:26,,,,
4416-LCESW,2024-06-11,Organic,2025-06-11,Premium,Annual,,,57.68,3576,5,0,arunima,India,Nagaland,Female,2007-05-30 11:31:26,2025-12-11,N,65.0,1.0
9220-GTBBJ,2020-11-30,Paid,2020-12-30,Basic,Monthly,2022-05-26,Not enough content,7.49,149,82,1,aishani,India,Karnataka,Female,2005-11-13 11:31:26,2024-11-13,N,72.0,1.0
5473-OYJAM,2022-10-28,Organic,2022-11-27,Standard,Monthly,2023-06-26,Forgot to cancel trial,11.87,415,83,1,tristan,Nepal,Kathmandu,Male,1980-02-06 11:31:26,2025-09-25,N,90.0,1.0
1062-DLWAD,2024-09-02,Paid,2025-09-02,Basic,Annual,2025-04-06,Too expensive,6.26,488,92,1,warjas,Nepal,Kathmandu,Male,1956-12-22 11:31:26,2025-01-18,Y,39.0,1.0
8583-MVWUC,2022-05-15,Organic,2023-05-15,Premium,Annual,,,48.08,3461,15,0,aarna,India,Telangana,Female,1965-09-16 11:31:26,,,,
9742-JSOCP,2024-06-12,Paid,2025-06-12,Premium,Annual,,,52.46,1941,25,0,daksha,India,Karnataka,Female,1989-09-26 11:31:26,2025-03-06,Y,24.0,1.0
8600-KMJDD,2023-01-17,Organic,2023-02-16,Basic,Monthly,,,8.66,467,16,0,ekantika,India,Meghalaya,Female,1981-12-31 11:31:26,,,,
6108-KPMDJ,2023-07-31,Refferal,2024-07-30,Basic,Annual,,,6.44,573,39,0,charles,India,Nagaland,Male,1990-10-10 11:31:26,2025-11-15,N,63.0,1.0
4019-TMFIK,2021-04-17,Refferal,2021-05-17,Standard,Monthly,,,15.04,706,33,0,lohit,India,Uttar Pradesh,Male,1977-10-22 11:31:26,,,,
1863-EEPRF,2023-07-02,Paid,2023-08-01,Premium,Monthly,2024-11-28,Forgot to cancel trial,50.35,2517,91,1,damyanti,India,Nagaland,Female,1971-07-05 11:31:26,,,,
7198-JTQIZ,2025-02-09,Refferal,2026-02-09,Standard,Annual,2026-07-23,Switched to competitor,12.8,294,92,1,irya,India,Uttar Pradesh,Female,2007-02-26 11:31:26,2026-04-20,N,59.0,1.0
7527-EQNTE,2022-09-11,Paid,2022-10-11,Premium,Monthly,,,46.31,694,54,0,isha,India,Uttar Pradesh,Female,1994-02-28 11:31:26,,,,
5167-IKTFX,2022-05-03,Paid,2023-05-03,Premium,Annual,,,64.66,2198,10,0,samarth,India,Karnataka,Male,,,,,
0022-CNBOQ,2023-10-16,Paid,2023-11-15,Basic,Monthly,,,7.27,174,9,0,anmol,India,Karnataka,Male,1970-08-25 11:31:26,2026-06-17,Y,16.0,1.0
6052-KQWVH,2022-07-16,Organic,2023-07-16,Basic,Annual,2024-10-05,Forgot to cancel trial,9.31,335,74,1,wridesh,Nepal,Kathmandu,Male,1986-09-06 11:31:26,,,,
9332-HMWTG,2020-09-16,Paid,2020-10-16,Standard,Monthly,,,11.29,925,57,0,aarav,India,Telangana,Male,1987-03-28 11:31:26,,,,
0843-LZJKI,2025-11-07,Paid,2026-11-07,Premium,Annual,,,46.71,3269,19,0,chanchal,India,Karnataka,Female,1956-09-22 11:31:26,,,,
1407-NYIDF,2021-06-30,Organic,2021-07-30,Premium,Monthly,,,83.94,2266,45,0,yatin,India,Maharashtra,Male,1987-03-28 11:31:26,2024-10-25,Y,11.0,1.0
2911-THECP,2024-10-18,Organic,2025-10-18,Standard,Annual,,,14.07,1238,40,0,baljiwan,India,Meghalaya,Male,1980-12-09 11:31:26,2024-11-03,N,76.0,1.0
0093-XVVAL,2024-05-05,Paid,2024-06-04,Premium,Monthly,2024-11-27,Forgot to cancel trial,58.77,1763,77,1,lavanya,India,Meghalaya,Female,1995-10-15 11:31:26,,,,
7488-XIPCK,2026-04-28,Paid,2027-04-28,Basic,Annual,2026-05-30,Too expensive,6.38,178,81,1,vasatika,Nepal,Kathmandu,Female,1984-10-19 11:31:26,2025-07-26,N,50.0,2.0
2417-WWXKY,2025-04-24,Organic,2026-04-24,Basic,Annual,,,7.0,140,55,0,daksha,India,Nagaland,Female,,2026-05-21,N,58.0,1.0
3242-QQRPN,2022-09-16,Organic,2023-09-16,Premium,Annual,,,82.73,4798,14,0,mohini,India,Telangana,Female,1998-10-31 11:31:26,,,,
0848-AVSWJ,2023-02-01,Refferal,2024-02-01,Premium,Annual,,,39.69,3294,40,0,nirja,India,Uttar Pradesh,Female,1969-08-30 11:31:26,,,,
9724-EZLST,2021-03-08,Organic,2022-03-08,Premium,Annual,2022-02-26,Poor streaming quality,32.29,2744,90,1,devika,India,Rajasthan,Female,1976-05-19 11:31:26,2026-02-26,N,52.0,1.0
3805-JXUGN,2020-09-10,Paid,2021-09-10,Standard,Annual,2020-10-09,Poor streaming quality,12.86,192,85,1,aradhana,India,Karnataka,Female,1994-12-09 11:31:26,,,,
0100-SOUHH,2024-06-14,Paid,2024-07-14,Basic,Monthly,,,6.94,617,25,0,ekapad,India,Telangana,Male,1987-10-10 11:31:26,2025-05-09,Y,15.0,2.0
6074-PIFVE,2026-02-16,Refferal,2027-02-16,Premium,Annual,,,87.28,6807,22,0,theodore,India,Karnataka,Male,1965-04-28 11:31:26,2025-03-05,N,77.0,1.0
5824-TAWTG,2022-10-12,Paid,2022-11-11,Basic,Monthly,,,9.46,378,59,0,chakradhar,India,Delhi,Male,1980-02-01 11:31:26,,,,
2826-FVCNL,2021-09-09,Paid,2022-09-09,Standard,Annual,2023-07-05,Forgot to cancel trial,15.92,1098,77,1,onveer,India,Nagaland,Male,1984-03-31 11:31:26,,,,
8159-XFCPY,2022-12-09,Paid,2023-01-08,Basic,Monthly,2023-02-15,Switched to competitor,9.12,410,96,1,suhani,India,Maharashtra,Female,2001-11-21 11:31:26,,,,
1565-NASHY,2022-03-14,Paid,2023-03-14,Premium,Annual,,,28.09,1938,43,0,vedant,India,Maharashtra,Male,2001-08-13 11:31:26,,,,
8731-LUETH,2024-08-08,Paid,2025-08-08,Standard,Annual,2024-10-06,Poor streaming quality,15.34,935,72,1,reyansh,India,Maharashtra,Male,1968-03-15 11:31:26,,,,
0340-HKBQC,2025-03-27,Organic,2026-03-27,Basic,Annual,2026-08-15,Not enough content,8.73,602,94,1,waida,India,Rajasthan,Female,1997-07-11 11:31:26,,,,
7606-DCJUS,2021-04-15,Paid,2022-04-15,Standard,Annual,2022-07-10,Forgot to cancel trial,13.99,1161,72,1,geetika,India,Uttar Pradesh,Female,1997-05-31 11:31:26,,,,
9400-FLQEH,2026-04-13,Paid,2026-05-13,Basic,Monthly,,,8.57,368,20,0,ayushman,India,Rajasthan,Male,1979-05-18 11:31:26,2026-04-30,N,81.0,1.0
9482-RUSBQ,2023-01-11,Organic,2023-02-10,Premium,Monthly,,,42.39,805,26,0,damini,India,Uttar Pradesh,Female,2002-06-10 11:31:26,,,,
5008-PTPLR,2025-04-01,Organic,2026-04-01,Premium,Annual,,,90.26,6588,38,0,wyatt,India,Telangana,Male,1984-11-09 11:31:26,,,,
3045-BXJQS,2021-09-05,Paid,2021-10-05,Premium,Monthly,,,53.09,4406,65,0,theodore,India,Meghalaya,Male,1959-12-02 11:31:26,,,,
2699-QXDZC,2025-02-12,Paid,2026-02-12,Basic,Annual,2026-04-15,Switched to competitor,6.26,444,81,1,sachi,Nepal,Kathmandu,Female,1957-07-04 11:31:26,,,,
8805-SXHYA,2025-08-06,Organic,2025-09-05,Standard,Monthly,,,12.74,280,47,0,akshay,India,Telangana,Male,1964-01-11 11:31:26,2026-05-26,N,57.0,1.0
1924-NMAGI,2023-06-01,Paid,2023-07-01,Basic,Monthly,,,8.26,388,41,0,dhruv,India,Meghalaya,Male,1959-04-21 11:31:26,,,,
0980-TQBUF,2021-04-15,Organic,2022-04-15,Standard,Annual,,,13.79,386,62,0,widisha,Nepal,Kathmandu,Female,2001-07-24 11:31:26,,,,
3139-BNTHD,2023-03-04,Paid,2024-03-03,Standard,Annual,2024-07-26,Poor streaming quality,15.89,778,76,1,tripti,India,Rajasthan,Female,1990-01-09 11:31:26,,,,
2532-JJRHZ,2022-02-21,Refferal,2023-02-21,Standard,Annual,2022-05-02,Too expensive,13.01,234,82,1,azad,India,Rajasthan,Male,1969-01-27 11:31:26,2025-04-07,N,87.0,1.0
0541-JDBRG,2025-01-18,Refferal,2026-01-18,Standard,Annual,,,15.64,437,64,0,zaitra,India,Uttar Pradesh,Female,1978-08-10 11:31:26,,,,
9353-SITKS,2026-04-05,Organic,2026-05-05,Premium,Monthly,,,27.53,2284,9,0,isaac,India,Rajasthan,Male,1996-01-13 11:31:26,2025-12-23,N,69.0,1.0
2997-UDJJF,2023-08-16,Paid,2024-08-15,Basic,Annual,,,7.97,637,8,0,omkaar,India,Nagaland,Male,1986-08-02 11:31:26,,,,
7390-VJUVX,2023-02-15,Paid,2024-02-15,Basic,Annual,2023-06-18,Switched to competitor,6.97,487,70,1,charvi,India,Uttar Pradesh,Female,1999-12-20 11:31:26,2026-02-03,N,58.0,1.0
8951-LYRJJ,2022-08-17,Organic,2023-08-17,Standard,Annual,,,11.59,544,4,0,warda,India,Nagaland,Female,2007-02-24 11:31:26,,,,
5905-GZTPB,2021-06-29,Organic,2021-07-29,Premium,Monthly,,,88.35,4594,15,0,reyansh,India,Nagaland,Male,1979-05-17 11:31:26,2026-04-17,Y,14.0,1.0
3786-TZUHR,2020-09-14,Organic,2021-09-14,Premium,Annual,,,76.97,6696,29,0,avi,India,Meghalaya,Male,1970-07-21 11:31:26,,,,
5507-YHSXS,2023-07-18,Paid,2024-07-17,Basic,Annual,2024-11-12,Too expensive,9.19,303,99,1,farhan,India,Karnataka,Male,1974-01-02 11:31:26,,,,
0387-EPFWX,2025-07-14,Refferal,2025-08-13,Premium,Monthly,2025-10-20,Forgot to cancel trial,47.2,2973,77,1,wahab,India,Telangana,Male,1980-12-18 11:31:26,,,,
2011-ZJYSU,2021-01-25,Organic,2021-02-24,Basic,Monthly,,,9.9,673,34,0,gayathri,India,Maharashtra,Female,1982-11-17 11:31:26,,,,
4471-EQIGX,2022-06-25,Paid,2022-07-25,Premium,Monthly,2022-10-02,Switched to competitor,32.02,1024,82,1,yatan,India,Uttar Pradesh,Male,1968-08-20 11:31:26,2025-04-19,Y,18.0,1.0
4118-YSKWR,2020-12-04,Refferal,2021-01-03,Standard,Monthly,,,12.08,277,38,0,liam,India,Rajasthan,Male,2001-04-01 11:31:26,,,,
0496-ROJMF,2023-10-21,Refferal,2024-10-20,Standard,Annual,,,12.86,450,46,0,isaac,India,Nagaland,Male,1968-05-13 11:31:26,,,,
6113-PVSNK,2022-12-15,Organic,2023-01-14,Basic,Monthly,,,6.47,323,25,0,saanvi,India,Maharashtra,Female,,2025-02-08,N,70.0,1.0
0619-DFVVX,2023-03-11,Refferal,2023-04-10,Standard,Monthly,,,15.9,1113,58,0,victor,India,Uttar Pradesh,Male,1967-01-01 11:31:26,2025-10-13,N,79.0,1.0
2773-YTDFA,2025-07-24,Paid,2025-08-23,Standard,Monthly,,,16.94,457,22,0,chanchal,India,Telangana,Female,1988-01-18 11:31:26,2025-07-13,N,78.0,1.0
4064-KQRDE,2026-04-11,Paid,2027-04-11,Basic,Annual,,,7.29,349,61,0,daniel,India,Karnataka,Male,1968-09-26 11:31:26,2026-02-16,N,66.0,1.0
4847-PFOHL,2021-03-24,Organic,2021-04-23,Premium,Monthly,,,56.3,3434,37,0,aditya,India,Telangana,Male,1959-09-11 11:31:26,2025-06-18,Y,34.0,1.0
6476-QYLDL,2025-05-21,Paid,2025-06-20,Standard,Monthly,,,11.95,346,30,0,aachal,Nepal,Kathmandu,Female,1997-01-22 11:31:26,,,,
5838-RPZYG,2025-10-03,Paid,2026-10-03,Standard,Annual,,,14.04,1249,14,0,max,India,Maharashtra,Male,1956-12-06 11:31:26,,,,
9658-DBZUY,2024-05-26,Paid,2024-06-25,Basic,Monthly,2025-02-20,Switched to competitor,9.95,179,87,1,ishanvi,India,Delhi,Female,1975-05-18 11:31:26,,,,
7501-RWJPJ,2026-02-06,Organic,2027-02-06,Basic,Annual,,,7.32,490,44,0,vasatika,India,Rajasthan,Female,,,,,
3367-AXGVZ,2025-05-20,Paid,2026-05-20,Premium,Annual,,,92.84,6591,55,0,qabil,India,Nagaland,Male,2002-12-10 11:31:26,,,,
8164-ULAHJ,2025-06-29,Refferal,2026-06-29,Basic,Annual,,,7.94,317,27,0,jasmit,India,Nagaland,Female,1959-07-03 11:31:26,,,,
1350-RQWJN,2023-11-10,Paid,2023-12-10,Standard,Monthly,,,13.24,1085,12,0,noah,India,Karnataka,Male,1999-07-28 11:31:26,2025-11-17,N,54.0,1.0
8012-NWQGS,2024-10-03,Refferal,2024-11-02,Premium,Monthly,,,61.21,2142,10,0,warjas,India,Delhi,Male,1979-11-08 11:31:26,2025-07-17,Y,14.0,2.0
0110-HHNXJ,2025-01-01,Paid,2025-01-31,Standard,Monthly,,,12.88,1133,8,0,chanakya,India,Karnataka,Male,1980-07-17 11:31:26,,,,
6584-RTJQM,2020-08-25,Paid,2021-08-25,Basic,Annual,,,7.91,245,3,0,janya,India,Uttar Pradesh,Female,1992-07-11 11:31:26,,,,
5603-WDLII,2025-05-29,Paid,2026-05-29,Basic,Annual,2025-09-06,Switched to competitor,7.86,550,72,1,peter,India,Maharashtra,Male,2004-11-20 11:31:26,,,,
9076-JBXEV,2023-10-15,Paid,2023-11-14,Basic,Monthly,2024-04-26,Not enough content,7.72,355,71,1,mugdha,India,Telangana,Female,1981-05-31 11:31:26,2025-05-21,Y,28.0,1.0
